MRSTATEPSTL,DOB_MM,ptb_prop,ptb_prop2,n,year,state_name,Census_Region,MRSTATE,month_index
TN,4,0.09223646723646724,9.22,5616,2014,Tennessee,South,NA,40
TN,5,0.09585942936673626,9.59,5748,2014,Tennessee,South,NA,41
TN,6,0.08982665032393626,8.98,5711,2014,Tennessee,South,NA,42
TN,7,0.08458261006785545,8.46,6337,2014,Tennessee,South,NA,43
TN,8,0.08676754668383774,8.68,6212,2014,Tennessee,South,NA,44
TN,9,0.08117723156532988,8.12,6184,2014,Tennessee,South,NA,45
TN,10,0.089633542423242,8.96,6058,2014,Tennessee,South,NA,46
TN,11,0.08922800718132855,8.92,5570,2014,Tennessee,South,NA,47
TN,12,0.08630609896432681,8.63,6083,2014,Tennessee,South,NA,48
TX,1,0.08629985599946419,8.63,29861,2014,Texas,South,NA,37
TX,2,0.08292157372664116,8.29,26917,2014,Texas,South,NA,38
TX,3,0.08373389063044236,8.37,28710,2014,Texas,South,NA,39
TX,4,0.07956858683618442,7.96,28001,2014,Texas,South,NA,40
TX,5,0.0868766582760732,8.69,29398,2014,Texas,South,NA,41
TX,6,0.08943620790478483,8.94,29071,2014,Texas,South,NA,42
TX,7,0.08689005366279795,8.69,32052,2014,Texas,South,NA,43
TX,8,0.08437392420117047,8.44,31953,2014,Texas,South,NA,44
TX,9,0.07968227163273603,7.97,31977,2014,Texas,South,NA,45
TX,10,0.08201645961761117,8.2,31957,2014,Texas,South,NA,46
TX,11,0.08525033829499323,8.53,29560,2014,Texas,South,NA,47
TX,12,0.08149634693173623,8.15,31891,2014,Texas,South,NA,48
UT,1,0.07972732661529341,7.97,3374,2014,Utah,West,NA,37
UT,2,0.08280254777070063,8.28,3140,2014,Utah,West,NA,38
UT,3,0.07034372501998401,7.03,3753,2014,Utah,West,NA,39
UT,4,0.06557377049180328,6.56,3721,2014,Utah,West,NA,40
UT,5,0.06000508517670989,6,3933,2014,Utah,West,NA,41
UT,6,0.06763925729442971,6.76,3770,2014,Utah,West,NA,42
UT,7,0.0730979612133267,7.31,4022,2014,Utah,West,NA,43
UT,8,0.06545362648471063,6.55,3957,2014,Utah,West,NA,44
UT,9,0.05768208399787347,5.77,3762,2014,Utah,West,NA,45
UT,10,0.06867845993756504,6.87,3844,2014,Utah,West,NA,46
UT,11,0.06578542883492161,6.58,3253,2014,Utah,West,NA,47
UT,12,0.07003444316877153,7,3484,2014,Utah,West,NA,48
VA,1,0.07576030232139644,7.58,5557,2014,Virginia,South,NA,37
VA,2,0.07677048204721286,7.68,5041,2014,Virginia,South,NA,38
VA,3,0.07347240169835702,7.35,5417,2014,Virginia,South,NA,39
VA,4,0.07074074074074074,7.07,5400,2014,Virginia,South,NA,40
VA,5,0.070604683677036,7.06,5722,2014,Virginia,South,NA,41
VA,6,0.07543216343635412,7.54,5727,2014,Virginia,South,NA,42
VA,7,0.07138147049126278,7.14,6066,2014,Virginia,South,NA,43
VA,8,0.06395443449959316,6.4,6145,2014,Virginia,South,NA,44
VA,9,0.06172839506172839,6.17,6075,2014,Virginia,South,NA,45
VA,10,0.06594521474467366,6.59,5914,2014,Virginia,South,NA,46
VA,11,0.06852128454070201,6.85,5356,2014,Virginia,South,NA,47
VA,12,0.07063784923563521,7.06,5691,2014,Virginia,South,NA,48
VT,1,0.06878306878306878,6.88,378,2014,Vermont,Northeast,NA,37
VT,2,0.05053191489361702,5.05,376,2014,Vermont,Northeast,NA,38
VT,3,0.040380047505938245,4.04,421,2014,Vermont,Northeast,NA,39
VT,4,0.06356968215158924,6.36,409,2014,Vermont,Northeast,NA,40
VT,5,0.045351473922902494,4.54,441,2014,Vermont,Northeast,NA,41
VT,6,0.07462686567164178,7.46,402,2014,Vermont,Northeast,NA,42
VT,7,0.0515695067264574,5.16,446,2014,Vermont,Northeast,NA,43
VT,8,0.05496828752642706,5.5,473,2014,Vermont,Northeast,NA,44
VT,9,0.05412371134020619,5.41,388,2014,Vermont,Northeast,NA,45
VT,10,0.047619047619047616,4.76,441,2014,Vermont,Northeast,NA,46
VT,11,0.05420054200542006,5.42,369,2014,Vermont,Northeast,NA,47
VT,12,0.061855670103092786,6.19,388,2014,Vermont,Northeast,NA,48
WA,1,0.066600066600066607,6.66,6006,2014,Washington,West,NA,37
WA,2,0.06375131717597471,6.38,5694,2014,Washington,West,NA,38
WA,3,0.05886147395581358,5.89,6201,2014,Washington,West,NA,39
WA,4,0.06832298136645963,6.83,6118,2014,Washington,West,NA,40
WA,5,0.062376388254982505,6.24,6573,2014,Washington,West,NA,41
WA,6,0.061300889096864764,6.13,6411,2014,Washington,West,NA,42
WA,7,0.06018790369935408,6.02,6812,2014,Washington,West,NA,43
WA,8,0.06461449107013213,6.46,6887,2014,Washington,West,NA,44
WA,9,0.058295281582952815,5.83,6570,2014,Washington,West,NA,45
WA,10,0.06191806331471136,6.19,6444,2014,Washington,West,NA,46
WA,11,0.06377899045020465,6.38,5864,2014,Washington,West,NA,47
WA,12,0.060815147625160465,6.08,6232,2014,Washington,West,NA,48
WI,1,0.07861635220125786,7.86,4452,2014,Wisconsin,Midwest,NA,37
WI,2,0.07637571157495256,7.64,4216,2014,Wisconsin,Midwest,NA,38
WI,3,0.07443157443157443,7.44,4662,2014,Wisconsin,Midwest,NA,39
WI,4,0.07600502512562814,7.6,4776,2014,Wisconsin,Midwest,NA,40
WI,5,0.06400481540930979,6.4,4984,2014,Wisconsin,Midwest,NA,41
WI,6,0.06553245116572148,6.55,4761,2014,Wisconsin,Midwest,NA,42
WI,7,0.06462585034013606,6.46,4998,2014,Wisconsin,Midwest,NA,43
WI,8,0.06368536634058694,6.37,5009,2014,Wisconsin,Midwest,NA,44
WI,9,0.06725329981143935,6.73,4773,2014,Wisconsin,Midwest,NA,45
WI,10,0.061835539162508134,6.18,4609,2014,Wisconsin,Midwest,NA,46
WI,11,0.07318806252960681,7.32,4222,2014,Wisconsin,Midwest,NA,47
WI,12,0.07642765135251181,7.64,4658,2014,Wisconsin,Midwest,NA,48
WY,1,0.10444874274661509,10.44,517,2014,Wyoming,West,NA,37
WY,2,0.07430997876857749,7.43,471,2014,Wyoming,West,NA,38
WY,3,0.06358381502890173,6.36,519,2014,Wyoming,West,NA,39
WY,4,0.05555555555555555,5.56,558,2014,Wyoming,West,NA,40
WY,5,0.07765151515151515,7.77,528,2014,Wyoming,West,NA,41
WY,6,0.07289719626168224,7.29,535,2014,Wyoming,West,NA,42
WY,7,0.09752066115702479,9.75,605,2014,Wyoming,West,NA,43
WY,8,0.08916083916083917,8.92,572,2014,Wyoming,West,NA,44
WY,9,0.08048289738430583,8.05,497,2014,Wyoming,West,NA,45
WY,10,0.08785046728971962,8.79,535,2014,Wyoming,West,NA,46
WY,11,0.06485355648535565,6.49,478,2014,Wyoming,West,NA,47
WY,12,0.05436893203883495,5.44,515,2014,Wyoming,West,NA,48
AK,1,0.07905138339920949,7.91,759,2015,Alaska,West,NA,49
AK,2,0.08088235294117647,8.09,680,2015,Alaska,West,NA,50
AK,3,0.07019704433497537,7.02,812,2015,Alaska,West,NA,51
AK,4,0.07060333761232349,7.06,779,2015,Alaska,West,NA,52
AK,5,0.062266500622665005,6.23,803,2015,Alaska,West,NA,53
AK,6,0.07392996108949416,7.39,771,2015,Alaska,West,NA,54
AK,7,0.055350553505535055,5.54,813,2015,Alaska,West,NA,55
AK,8,0.08163265306122448,8.16,833,2015,Alaska,West,NA,56
AK,9,0.07263922518159806,7.26,826,2015,Alaska,West,NA,57
AK,10,0.07065217391304347,7.07,736,2015,Alaska,West,NA,58
AK,11,0.07806191117092867,7.81,743,2015,Alaska,West,NA,59
AK,12,0.06459948320413436,6.46,774,2015,Alaska,West,NA,60
CA,1,0.06762248168498168,6.76,34944,2015,California,West,NA,49
CA,2,0.06558661318626222,6.56,31912,2015,California,West,NA,50
CA,3,0.06560283687943262,6.56,34968,2015,California,West,NA,51
CA,4,0.06649692975887375,6.65,33385,2015,California,West,NA,52
CA,5,0.0644209064073624,6.44,34554,2015,California,West,NA,53
CA,6,0.06757905225214665,6.76,34123,2015,California,West,NA,54
CA,7,0.06844230091852493,6.84,36907,2015,California,West,NA,55
CA,8,0.06444219391290443,6.44,37522,2015,California,West,NA,56
CA,9,0.06312159127366057,6.31,37404,2015,California,West,NA,57
CA,10,0.06828126306401716,6.83,35881,2015,California,West,NA,58
CA,11,0.06907595122667842,6.91,34035,2015,California,West,NA,59
CA,12,0.07207513975199342,7.21,35241,2015,California,West,NA,60
CO,1,0.07482993197278912,7.48,4704,2015,Colorado,West,NA,49
CO,2,0.07053654024051804,7.05,4324,2015,Colorado,West,NA,50
CO,3,0.06510520047637952,6.51,5038,2015,Colorado,West,NA,51
CO,4,0.06652104845115171,6.65,5036,2015,Colorado,West,NA,52
CO,5,0.0675564681724846,6.76,4870,2015,Colorado,West,NA,53
CO,6,0.07445972495088408,7.45,5090,2015,Colorado,West,NA,54
CO,7,0.06724924012158055,6.72,5264,2015,Colorado,West,NA,55
CO,8,0.06647398843930635,6.65,5190,2015,Colorado,West,NA,56
CO,9,0.062450119712689545,6.25,5012,2015,Colorado,West,NA,57
CO,10,0.06204819277108434,6.2,4980,2015,Colorado,West,NA,58
CO,11,0.06653620352250489,6.65,4599,2015,Colorado,West,NA,59
CO,12,0.06658595641646489,6.66,4956,2015,Colorado,West,NA,60
DE,1,0.07421383647798742,7.42,795,2015,Delaware,South,NA,49
DE,2,0.07869742198100407,7.87,737,2015,Delaware,South,NA,50
DE,3,0.075,7.5,800,2015,Delaware,South,NA,51
DE,4,0.07769423558897243,7.77,798,2015,Delaware,South,NA,52
DE,5,0.08091787439613526,8.09,828,2015,Delaware,South,NA,53
DE,6,0.07571801566579635,7.57,766,2015,Delaware,South,NA,54
DE,7,0.07606263982102908,7.61,894,2015,Delaware,South,NA,55
DE,8,0.09267734553775744,9.27,874,2015,Delaware,South,NA,56
DE,9,0.0738569753810082,7.39,853,2015,Delaware,South,NA,57
DE,10,0.10050251256281408,10.05,796,2015,Delaware,South,NA,58
DE,11,0.0741222366710013,7.41,769,2015,Delaware,South,NA,59
DE,12,0.07914572864321608,7.91,796,2015,Delaware,South,NA,60
FL,1,0.07587145263703511,7.59,15434,2015,Florida,South,NA,49
FL,2,0.07629905722429292,7.63,13683,2015,Florida,South,NA,50
FL,3,0.07458728369687728,7.46,15083,2015,Florida,South,NA,51
FL,4,0.06954718285516764,6.95,14465,2015,Florida,South,NA,52
FL,5,0.07948875674936778,7.95,14631,2015,Florida,South,NA,53
FL,6,0.0817483920049796,8.17,14459,2015,Florida,South,NA,54
FL,7,0.08000505561172902,8,15824,2015,Florida,South,NA,55
FL,8,0.07621637957086733,7.62,16545,2015,Florida,South,NA,56
FL,9,0.073618151098238,7.36,16572,2015,Florida,South,NA,57
FL,10,0.0808055693684734,8.08,16088,2015,Florida,South,NA,58
FL,11,0.07429590926468714,7.43,15694,2015,Florida,South,NA,59
FL,12,0.0761011368577996,7.61,16097,2015,Florida,South,NA,60
GA,1,0.07841866493843162,7.84,7715,2015,Georgia,South,NA,49
GA,2,0.07653490328006729,7.65,7134,2015,Georgia,South,NA,50
GA,3,0.08088818398096749,8.09,7566,2015,Georgia,South,NA,51
GA,4,0.08404154863078375,8.4,7413,2015,Georgia,South,NA,52
GA,5,0.08527234267583289,8.53,7564,2015,Georgia,South,NA,53
GA,6,0.08212435233160621,8.21,7720,2015,Georgia,South,NA,54
GA,7,0.0793208004851425,7.93,8245,2015,Georgia,South,NA,55
GA,8,0.08520179372197309,8.52,8474,2015,Georgia,South,NA,56
GA,9,0.0858323494687131,8.58,8470,2015,Georgia,South,NA,57
GA,10,0.09033511413307431,9.03,8236,2015,Georgia,South,NA,58
GA,11,0.08659534298300818,8.66,7945,2015,Georgia,South,NA,59
GA,12,0.08564549415271727,8.56,8722,2015,Georgia,South,NA,60
ID,1,0.06717363751584284,6.72,1578,2015,Idaho,West,NA,49
ID,2,0.068,6.8,1500,2015,Idaho,West,NA,50
ID,3,0.05925925925925926,5.93,1755,2015,Idaho,West,NA,51
ID,4,0.05377643504531722,5.38,1655,2015,Idaho,West,NA,52
ID,5,0.05241935483870968,5.24,1736,2015,Idaho,West,NA,53
ID,6,0.06091370558375635,6.09,1773,2015,Idaho,West,NA,54
ID,7,0.0580608793686584,5.81,1774,2015,Idaho,West,NA,55
ID,8,0.050396375990939976,5.04,1766,2015,Idaho,West,NA,56
ID,9,0.05558806319485079,5.56,1709,2015,Idaho,West,NA,57
ID,10,0.05745721271393643,5.75,1636,2015,Idaho,West,NA,58
ID,11,0.05863192182410423,5.86,1535,2015,Idaho,West,NA,59
ID,12,0.06572481572481573,6.57,1628,2015,Idaho,West,NA,60
IL,1,0.07853155454631469,7.85,10569,2015,Illinois,Midwest,NA,49
IL,2,0.07498736735725113,7.5,9895,2015,Illinois,Midwest,NA,50
IL,3,0.07125670923560985,7.13,10806,2015,Illinois,Midwest,NA,51
IL,4,0.07515196168723522,7.52,10858,2015,Illinois,Midwest,NA,52
IL,5,0.07757104508007034,7.76,10803,2015,Illinois,Midwest,NA,53
IL,6,0.07082127351664255,7.08,11056,2015,Illinois,Midwest,NA,54
IL,7,0.07266941864465085,7.27,11628,2015,Illinois,Midwest,NA,55
IL,8,0.07031182517059688,7.03,11577,2015,Illinois,Midwest,NA,56
IL,9,0.07292418772563176,7.29,11080,2015,Illinois,Midwest,NA,57
IL,10,0.0797643538432766,7.98,10694,2015,Illinois,Midwest,NA,58
IL,11,0.07890594254230618,7.89,10164,2015,Illinois,Midwest,NA,59
IL,12,0.07718631178707225,7.72,10520,2015,Illinois,Midwest,NA,60
KS,1,0.07352408547627672,7.35,2761,2015,Kansas,Midwest,NA,49
KS,2,0.0701230883998508,7.01,2681,2015,Kansas,Midwest,NA,50
KS,3,0.07045215562565721,7.05,2853,2015,Kansas,Midwest,NA,51
KS,4,0.0675297410776767,6.75,2858,2015,Kansas,Midwest,NA,52
KS,5,0.06842867487328023,6.84,2762,2015,Kansas,Midwest,NA,53
KS,6,0.07291666666666667,7.29,2976,2015,Kansas,Midwest,NA,54
KS,7,0.060267857142857144,6.03,3136,2015,Kansas,Midwest,NA,55
KS,8,0.05761047463175123,5.76,3055,2015,Kansas,Midwest,NA,56
KS,9,0.06936416184971098,6.94,3114,2015,Kansas,Midwest,NA,57
KS,10,0.07624831309041835,7.62,2964,2015,Kansas,Midwest,NA,58
KS,11,0.07145434861060988,7.15,2771,2015,Kansas,Midwest,NA,59
KS,12,0.07700067249495629,7.7,2974,2015,Kansas,Midwest,NA,60
LA,1,0.09645232815964523,9.65,4510,2015,Louisiana,South,NA,49
LA,2,0.10034516765285996,10.03,4056,2015,Louisiana,South,NA,50
LA,3,0.10202247191011236,10.2,4450,2015,Louisiana,South,NA,51
LA,4,0.09780775716694773,9.78,4151,2015,Louisiana,South,NA,52
LA,5,0.09591598599766628,9.59,4285,2015,Louisiana,South,NA,53
LA,6,0.09392138939670933,9.39,4376,2015,Louisiana,South,NA,54
LA,7,0.10066280033140017,10.07,4828,2015,Louisiana,South,NA,55
LA,8,0.09393627954779034,9.39,4865,2015,Louisiana,South,NA,56
LA,9,0.09728506787330317,9.73,4862,2015,Louisiana,South,NA,57
LA,10,0.1030097498940229,10.3,4718,2015,Louisiana,South,NA,58
LA,11,0.09956808365537623,9.96,4399,2015,Louisiana,South,NA,59
LA,12,0.10431034482758621,10.43,4640,2015,Louisiana,South,NA,60
MA,1,0.05714285714285714,5.71,4585,2015,Massachusetts,Northeast,NA,49
MA,2,0.06255728689275894,6.26,4364,2015,Massachusetts,Northeast,NA,50
MA,3,0.0678391959798995,6.78,4776,2015,Massachusetts,Northeast,NA,51
MA,4,0.06782431052093973,6.78,4895,2015,Massachusetts,Northeast,NA,52
MA,5,0.06331104994101455,6.33,5086,2015,Massachusetts,Northeast,NA,53
MA,6,0.05719305094671091,5.72,5123,2015,Massachusetts,Northeast,NA,54
MA,7,0.06272233664107844,6.27,5341,2015,Massachusetts,Northeast,NA,55
MA,8,0.05388272583201268,5.39,5048,2015,Massachusetts,Northeast,NA,56
MA,9,0.05997624703087886,6,5052,2015,Massachusetts,Northeast,NA,57
MA,10,0.06747967479674796,6.75,4920,2015,Massachusetts,Northeast,NA,58
MA,11,0.06760936809544851,6.76,4526,2015,Massachusetts,Northeast,NA,59
MA,12,0.0632368703108253,6.32,4665,2015,Massachusetts,Northeast,NA,60
MD,1,0.07995642701525055,8,4590,2015,Maryland,South,NA,49
MD,2,0.0787511649580615,7.88,4292,2015,Maryland,South,NA,50
MD,3,0.07697214543908144,7.7,4703,2015,Maryland,South,NA,51
MD,4,0.08081471747700394,8.08,4566,2015,Maryland,South,NA,52
MD,5,0.07642242284274617,7.64,4763,2015,Maryland,South,NA,53
MD,6,0.08085808580858085,8.09,4848,2015,Maryland,South,NA,54
MD,7,0.07959305804907241,7.96,5013,2015,Maryland,South,NA,55
MD,8,0.06730171878235659,6.73,4829,2015,Maryland,South,NA,56
MD,9,0.06937799043062201,6.94,4598,2015,Maryland,South,NA,57
MD,10,0.07237557052814605,7.24,4601,2015,Maryland,South,NA,58
MD,11,0.07630614115490376,7.63,4364,2015,Maryland,South,NA,59
MD,12,0.07697325505544683,7.7,4599,2015,Maryland,South,NA,60
MN,1,0.06696795398520954,6.7,4868,2015,Minnesota,Midwest,NA,49
MN,2,0.06312072390200839,6.31,4531,2015,Minnesota,Midwest,NA,50
MN,3,0.06018986063421531,6.02,4951,2015,Minnesota,Midwest,NA,51
MN,4,0.0643751241804093,6.44,5033,2015,Minnesota,Midwest,NA,52
MN,5,0.062464615965276464,6.25,5299,2015,Minnesota,Midwest,NA,53
MN,6,0.06016168452716676,6.02,5319,2015,Minnesota,Midwest,NA,54
MN,7,0.06051131138495494,6.05,5437,2015,Minnesota,Midwest,NA,55
MN,8,0.0661862317466338,6.62,5273,2015,Minnesota,Midwest,NA,56
MN,9,0.06146664073137522,6.15,5141,2015,Minnesota,Midwest,NA,57
MN,10,0.06009389671361502,6.01,5325,2015,Minnesota,Midwest,NA,58
MN,11,0.06811279826464209,6.81,4610,2015,Minnesota,Midwest,NA,59
MN,12,0.06408196062675774,6.41,4978,2015,Minnesota,Midwest,NA,60
MO,1,0.07457092128624976,7.46,5069,2015,Missouri,Midwest,NA,49
MO,2,0.07682619647355164,7.68,4764,2015,Missouri,Midwest,NA,50
MO,3,0.07340485601355166,7.34,5313,2015,Missouri,Midwest,NA,51
MO,4,0.07250933385733936,7.25,5089,2015,Missouri,Midwest,NA,52
MO,5,0.07367807153965786,7.37,5144,2015,Missouri,Midwest,NA,53
MO,6,0.07869040781160253,7.87,5223,2015,Missouri,Midwest,NA,54
MO,7,0.07635075287865367,7.64,5645,2015,Missouri,Midwest,NA,55
MO,8,0.07537135521731157,7.54,5453,2015,Missouri,Midwest,NA,56
MO,9,0.06792039437648348,6.79,5477,2015,Missouri,Midwest,NA,57
MO,10,0.06919598977786515,6.92,5087,2015,Missouri,Midwest,NA,58
MO,11,0.07248730964467005,7.25,4925,2015,Missouri,Midwest,NA,59
MO,12,0.07473982970671712,7.47,5285,2015,Missouri,Midwest,NA,60
MS,1,0.10555149744338933,10.56,2738,2015,Mississippi,South,NA,49
MS,2,0.09555189456342669,9.56,2428,2015,Mississippi,South,NA,50
MS,3,0.10897435897435898,10.9,2652,2015,Mississippi,South,NA,51
MS,4,0.10469314079422383,10.47,2493,2015,Mississippi,South,NA,52
MS,5,0.11992110453648915,11.99,2535,2015,Mississippi,South,NA,53
MS,6,0.11086057872980083,11.09,2661,2015,Mississippi,South,NA,54
MS,7,0.09935571380128858,9.94,2949,2015,Mississippi,South,NA,55
MS,8,0.10818212940773708,10.82,2921,2015,Mississippi,South,NA,56
MS,9,0.10084317032040473,10.08,2965,2015,Mississippi,South,NA,57
MS,10,0.11107091172214183,11.11,2764,2015,Mississippi,South,NA,58
MS,11,0.11414670658682635,11.41,2672,2015,Mississippi,South,NA,59
MS,12,0.11060393258426966,11.06,2848,2015,Mississippi,South,NA,60
NC,1,0.08361429534726905,8.36,8898,2015,North Carolina,South,NA,49
NC,2,0.07465693063074405,7.47,7943,2015,North Carolina,South,NA,50
NC,3,0.08022066429146076,8.02,8701,2015,North Carolina,South,NA,51
NC,4,0.08121112545475884,8.12,8521,2015,North Carolina,South,NA,52
NC,5,0.08182551573124351,8.18,8677,2015,North Carolina,South,NA,53
NC,6,0.08410467375157125,8.41,8751,2015,North Carolina,South,NA,54
NC,7,0.07900558306120299,7.9,9493,2015,North Carolina,South,NA,55
NC,8,0.08279785104814073,8.28,9493,2015,North Carolina,South,NA,56
NC,9,0.08101752885848654,8.1,9356,2015,North Carolina,South,NA,57
NC,10,0.08367567567567567,8.37,9250,2015,North Carolina,South,NA,58
NC,11,0.07757030889810973,7.76,8676,2015,North Carolina,South,NA,59
NC,12,0.08407419602678082,8.41,9111,2015,North Carolina,South,NA,60
ND,1,0.07651006711409396,7.65,745,2015,North Dakota,Midwest,NA,49
ND,2,0.06986899563318777,6.99,687,2015,North Dakota,Midwest,NA,50
ND,3,0.06719367588932806,6.72,759,2015,North Dakota,Midwest,NA,51
ND,4,0.05441354292623942,5.44,827,2015,North Dakota,Midwest,NA,52
ND,5,0.056976744186046514,5.7,860,2015,North Dakota,Midwest,NA,53
ND,6,0.05889570552147239,5.89,815,2015,North Dakota,Midwest,NA,54
ND,7,0.06007067137809187,6.01,849,2015,North Dakota,Midwest,NA,55
ND,8,0.06053550640279395,6.05,859,2015,North Dakota,Midwest,NA,56
ND,9,0.05365853658536585,5.37,820,2015,North Dakota,Midwest,NA,57
ND,10,0.0692588092345079,6.93,823,2015,North Dakota,Midwest,NA,58
ND,11,0.07024793388429752,7.02,726,2015,North Dakota,Midwest,NA,59
ND,12,0.07196969696969698,7.2,792,2015,North Dakota,Midwest,NA,60
NE,1,0.06374722838137473,6.37,1804,2015,Nebraska,Midwest,NA,49
NE,2,0.07205623901581722,7.21,1707,2015,Nebraska,Midwest,NA,50
NE,3,0.06939214631522324,6.94,1859,2015,Nebraska,Midwest,NA,51
NE,4,0.06970509383378017,6.97,1865,2015,Nebraska,Midwest,NA,52
NE,5,0.06840731070496084,6.84,1915,2015,Nebraska,Midwest,NA,53
NE,6,0.06615384615384616,6.62,1950,2015,Nebraska,Midwest,NA,54
NE,7,0.06140350877192982,6.14,2052,2015,Nebraska,Midwest,NA,55
NE,8,0.07795957651588066,7.8,2078,2015,Nebraska,Midwest,NA,56
NE,9,0.07522567703109329,7.52,1994,2015,Nebraska,Midwest,NA,57
NE,10,0.07438449449973808,7.44,1909,2015,Nebraska,Midwest,NA,58
NE,11,0.09002849002849003,9,1755,2015,Nebraska,Midwest,NA,59
NE,12,0.07484725050916496,7.48,1964,2015,Nebraska,Midwest,NA,60
NM,1,0.08551236749116607,8.55,1415,2015,New Mexico,West,NA,49
NM,2,0.07221006564551423,7.22,1371,2015,New Mexico,West,NA,50
NM,3,0.07,7,1500,2015,New Mexico,West,NA,51
NM,4,0.058577405857740586,5.86,1434,2015,New Mexico,West,NA,52
NM,5,0.08154803040774015,8.15,1447,2015,New Mexico,West,NA,53
NM,6,0.06842105263157895,6.84,1520,2015,New Mexico,West,NA,54
NM,7,0.06807228915662651,6.81,1660,2015,New Mexico,West,NA,55
NM,8,0.06039076376554174,6.04,1689,2015,New Mexico,West,NA,56
NM,9,0.06679035250463822,6.68,1617,2015,New Mexico,West,NA,57
NM,10,0.07105416423995341,7.11,1717,2015,New Mexico,West,NA,58
NM,11,0.07160493827160494,7.16,1620,2015,New Mexico,West,NA,59
NM,12,0.07323943661971831,7.32,1775,2015,New Mexico,West,NA,60
NV,1,0.07837940174176448,7.84,2641,2015,Nevada,West,NA,49
NV,2,0.07253649635036497,7.25,2192,2015,Nevada,West,NA,50
NV,3,0.08040993299172251,8.04,2537,2015,Nevada,West,NA,51
NV,4,0.08250825082508251,8.25,2424,2015,Nevada,West,NA,52
NV,5,0.08260869565217391,8.26,2530,2015,Nevada,West,NA,53
NV,6,0.08267090620031796,8.27,2516,2015,Nevada,West,NA,54
NV,7,0.07766990291262135,7.77,2678,2015,Nevada,West,NA,55
NV,8,0.07973664959765911,7.97,2734,2015,Nevada,West,NA,56
NV,9,0.073474001507159,7.35,2654,2015,Nevada,West,NA,57
NV,10,0.0794979079497908,7.95,2629,2015,Nevada,West,NA,58
NV,11,0.083266291230893,8.33,2486,2015,Nevada,West,NA,59
NV,12,0.07860097781120721,7.86,2659,2015,Nevada,West,NA,60
NY,1,0.06846038863976084,6.85,16725,2015,New York,Northeast,NA,49
NY,2,0.06693856412248333,6.69,15447,2015,New York,Northeast,NA,50
NY,3,0.06511277323592508,6.51,17247,2015,New York,Northeast,NA,51
NY,4,0.063194403621186293,6.32,17011,2015,New York,Northeast,NA,52
NY,5,0.06833725754008296,6.83,17838,2015,New York,Northeast,NA,53
NY,6,0.06575018310890754,6.58,17749,2015,New York,Northeast,NA,54
NY,7,0.0634227826274383,6.34,18558,2015,New York,Northeast,NA,55
NY,8,0.06389706684112965,6.39,18342,2015,New York,Northeast,NA,56
NY,9,0.06295681063122924,6.3,18060,2015,New York,Northeast,NA,57
NY,10,0.06480134303301623,6.48,17870,2015,New York,Northeast,NA,58
NY,11,0.06415848782260997,6.42,16506,2015,New York,Northeast,NA,59
NY,12,0.06664342571611179,6.66,17211,2015,New York,Northeast,NA,60
OH,1,0.07642057237660722,7.64,9644,2015,Ohio,Midwest,NA,49
OH,2,0.07702552719200888,7.7,9010,2015,Ohio,Midwest,NA,50
OH,3,0.0817907444668008,8.18,9940,2015,Ohio,Midwest,NA,51
OH,4,0.07879407256004088,7.88,9785,2015,Ohio,Midwest,NA,52
OH,5,0.08355822088955522,8.36,10005,2015,Ohio,Midwest,NA,53
OH,6,0.0813839197955573,8.14,10174,2015,Ohio,Midwest,NA,54
OH,7,0.07738970588235294,7.74,10880,2015,Ohio,Midwest,NA,55
OH,8,0.07915592475890385,7.92,10473,2015,Ohio,Midwest,NA,56
OH,9,0.07716763005780347,7.72,10380,2015,Ohio,Midwest,NA,57
OH,10,0.0760436868429111,7.6,9797,2015,Ohio,Midwest,NA,58
OH,11,0.08148785207482262,8.15,9302,2015,Ohio,Midwest,NA,59
OH,12,0.07956009115228375,7.96,10093,2015,Ohio,Midwest,NA,60
OK,1,0.08199786324786325,8.2,3744,2015,Oklahoma,South,NA,49
OK,2,0.08233225900966891,8.23,3413,2015,Oklahoma,South,NA,50
OK,3,0.07710402509147936,7.71,3826,2015,Oklahoma,South,NA,51
OK,4,0.07688214950784783,7.69,3759,2015,Oklahoma,South,NA,52
OK,5,0.08016147635524798,8.02,3468,2015,Oklahoma,South,NA,53
OK,6,0.09134487350199734,9.13,3755,2015,Oklahoma,South,NA,54
OK,7,0.08585247883917775,8.59,4135,2015,Oklahoma,South,NA,55
OK,8,0.07724477244772447,7.72,4065,2015,Oklahoma,South,NA,56
OK,9,0.07743082000507744,7.74,3939,2015,Oklahoma,South,NA,57
OK,10,0.0953384250724256,9.53,3797,2015,Oklahoma,South,NA,58
OK,11,0.08351893095768374,8.35,3592,2015,Oklahoma,South,NA,59
OK,12,0.0767650834403081,7.68,3895,2015,Oklahoma,South,NA,60
OR,1,0.05603715170278638,5.6,3230,2015,Oregon,West,NA,49
OR,2,0.05768611021592008,5.77,3103,2015,Oregon,West,NA,50
OR,3,0.06278801843317973,6.28,3472,2015,Oregon,West,NA,51
OR,4,0.060069645966337785,6.01,3446,2015,Oregon,West,NA,52
OR,5,0.05811965811965812,5.81,3510,2015,Oregon,West,NA,53
OR,6,0.06314285714285714,6.31,3500,2015,Oregon,West,NA,54
OR,7,0.05549389567147614,5.55,3604,2015,Oregon,West,NA,55
