"parameter","method","coverage","bias","MSE","power"
"DTE..48","group.time.ATT",0.88,6.90498595205131e-05,5.37989632862883e-05,0.04
"DTE..48","group.time.ATT.ever.adopted",0.33,-0.000593070183069341,0.000203197741777219,0.33
"DTE..48","stacked.regression",0.92,3.25645577702751e-05,4.00621907335587e-05,0.03
"DTE..48","TWFE",0.99,-0.000647046393060848,4.22658626872162e-05,0.01
"DTE..48","TWFE.ever.adopted",0.99,-0.000647046393060848,4.22658626872162e-05,0.01
"DTE..49","group.time.ATT",0.83,-0.00016777620889355,8.18481597655959e-05,0.08
"DTE..49","group.time.ATT.ever.adopted",0.33,0.00025935539614537,0.000299982748726039,0.31
"DTE..49","stacked.regression",0.89,-0.000249835839414896,8.19608323143264e-05,0.07
"DTE..49","TWFE",0.93,0.000245486592949174,0.000109882968295289,0.03
"DTE..49","TWFE.ever.adopted",0.93,0.000245486592949174,0.000109882968295289,0.03
"DTE..5","group.time.ATT",1,0.000161695389449552,5.84439280514605e-06,0
"DTE..5","group.time.ATT.ever.adopted",0.91,-0.000768932309002768,3.59386332934601e-05,0.04
"DTE..5","stacked.regression",0.96,4.40150817960587e-05,8.00052928330881e-06,0.03
"DTE..5","TWFE",0.96,-0.000784631374249661,7.0788246619175e-05,0.01
"DTE..5","TWFE.ever.adopted",0.96,-0.000784631374249661,7.0788246619175e-05,0.01
"DTE..50","group.time.ATT",0.85,-0.0005348007296069,7.77900587571546e-05,0.09
"DTE..50","group.time.ATT.ever.adopted",0.37,-0.00072820670678556,0.000250767395799669,0.36
"DTE..50","stacked.regression",0.85,-8.20596305213452e-05,8.22731184827618e-05,0.06
"DTE..50","TWFE",0.94,0.000108717645512697,8.25344794563262e-05,0.03
"DTE..50","TWFE.ever.adopted",0.94,0.000108717645512697,8.25344794563262e-05,0.03
"DTE..51","group.time.ATT",0.89,0.0006939187649814,6.07923189848354e-05,0.03
"DTE..51","group.time.ATT.ever.adopted",0.38,0.00224427633084518,0.000181479063304483,0.25
"DTE..51","stacked.regression",0.87,0.000452741099085555,5.92289646369272e-05,0.04
"DTE..51","TWFE",0.97,0.000794460683562999,0.00011787250434868,0.01
"DTE..51","TWFE.ever.adopted",0.97,0.000794460683562999,0.00011787250434868,0.01
"DTE..52","group.time.ATT",0.89,0.000149963482131465,5.96797021114839e-05,0.06
"DTE..52","group.time.ATT.ever.adopted",0.36,-0.000945268668274425,0.000207395952085175,0.36
"DTE..52","stacked.regression",0.83,-0.000241177665895845,7.41507786949013e-05,0.1
"DTE..52","TWFE",0.98,-0.000274945751317529,8.25292132835077e-05,0.02
"DTE..52","TWFE.ever.adopted",0.98,-0.000274945751317529,8.25292132835077e-05,0.02
"DTE..53","group.time.ATT",0.82,0.00124684439081877,6.67414085225991e-05,0.06
"DTE..53","group.time.ATT.ever.adopted",0.37,0.00149700894818066,0.000197101245656122,0.25
"DTE..53","stacked.regression",0.82,-0.000391141148027311,6.95638988602334e-05,0.1
"DTE..53","TWFE",0.94,-0.000159793853568003,0.000132767693532127,0.03
"DTE..53","TWFE.ever.adopted",0.94,-0.000159793853568003,0.000132767693532127,0.03
"DTE..54","group.time.ATT",0.87,-0.00158376693459769,7.07089434582938e-05,0.06
"DTE..54","group.time.ATT.ever.adopted",0.31,-0.00335547716866138,0.000222649134615386,0.41
"DTE..54","stacked.regression",0.85,-0.00163798553884608,8.62807824452902e-05,0.12
"DTE..54","TWFE",0.94,-0.00200909248077205,9.09429454339246e-05,0.03
"DTE..54","TWFE.ever.adopted",0.94,-0.00200909248077205,9.09429454339246e-05,0.03
"DTE..55","group.time.ATT",0.83,0.00205560738344924,6.88903208058369e-05,0.06
"DTE..55","group.time.ATT.ever.adopted",0.33,0.00461476073676825,0.000233320478004505,0.23
"DTE..55","stacked.regression",0.84,-5.42186042483931e-05,6.54717075231476e-05,0.09
"DTE..55","TWFE",0.91,0.000456099492709114,0.000137850323963544,0.06
"DTE..55","TWFE.ever.adopted",0.91,0.000456099492709114,0.000137850323963544,0.06
"DTE..56","group.time.ATT",0.58,-0.000866596408852599,6.06767330433213e-05,0.25
"DTE..56","stacked.regression",0.82,-0.00210982598769764,7.15533335067906e-05,0.11
"DTE..56","TWFE",0.9,-0.00235489456320263,8.72302824665441e-05,0.07
"DTE..56","TWFE.ever.adopted",0.9,-0.00235489456320263,8.72302824665441e-05,0.07
"DTE..57","group.time.ATT",0.61,0.00037221879597218,5.43824226476719e-05,0.22
